answer_leak_in_question,constants_mentioned_in_question,explicit_op_word_count,generation_cell,mean_gold_offered_position,n_offered,program_hash,question_skeleton,sample_id,tool_combo
0,1,1,A_5call_fan_in_long_horizon_00,6.0,10,064b1b8da890,a warehouse audit produced these numbers. step #: compute the ratio of # to #. step #: square that result. step #: round # to # decimal places. step #: average the result of step # and that result. st,ttdf_03e3390fc795,ratio_of|square_value|round_to_decimals|average_of_two|build_tag
0,1,1,A_3call_fan_in_variable_pla_00,3.0,10,24aaf2693c30,a warehouse audit produced these numbers. step #: compute # percent of #. step #: convert # minutes to seconds. step #: compute the ratio of the result of step # to that result.,ttdf_09d008752f08,percent_of|minutes_to_seconds|ratio_of
0,1,0,A_2call_linear_tool_catalog_05,4.0,18,c5aa84cf6d16,"first, figure out #. squared. then, determine how many whole times # goes into that result.",ttdf_208d8d90510f,square_value|whole_quotient
0,1,2,A_3call_fan_in_tool_catalog_01,2.6666666666666665,15,5c9b1aefbb38,"my target is to average the result of step # and the value those steps produce, and the way there is: convert # kilometers to meters, then negate #.",ttdf_7ac297142d16,km_to_meters|negate|average_of_two
0,1,1,G_4call_linear_variable_pla_00,4.0,8,94321e8dc508,a school tracks these figures for its yearbook. step #: add # and #. step #: take the reciprocal of that result. step #: divide that result by #. step #: compute the ratio of that result to #.,ttdf_666553ac6372,combine_amounts|reciprocal_value|split_evenly|proportion_between
0,1,0,G_2call_linear_continuation_00,5.5,8,573725d218e2,"first, round # up to the nearest whole number. then, find the remainder of the result of the rounding when divided by #.",ttdf_045f760dd7ad,round_up_whole|leftover_after_grouping
0,1,0,A_2call_linear_continuation_03,6.0,9,b1cf6f0395b5,please square #. and finally find the absolute difference between # and that result.,ttdf_112bf538ada9,square_value|absolute_difference
0,1,2,A_6pcall_fan_in_long_horizon_00,4.0,10,66f730361ecc,"first, see how many times # goes into # without a remainder. next, round # to # decimal place. then reduce that result by # percent. after that, subtract # from that result. next, divide that result b",ttdf_7e0e78b4893f,floor_divide|round_to_decimals|decrease_by_percent|subtract|divide|multiply
0,1,3,G_6pcall_fan_in_long_horizon_00,5.125,10,14f2dcd702a4,"first, convert # hours to minutes. next, find the absolute difference between that result and #, then divide # by #, and subtract that result from #. afterwards, divide that result by #, the absolute ",ttdf_23ccce1f1219,minutes_from_hours|gap_between|per_unit_value|remaining_after|per_unit_value|gap_between|proportion_between|exceeds_value
0,1,2,G_3call_fan_in_tool_catalog_01,10.0,16,649de30473cb,"initially, average # and #. subsequently, convert # minutes to seconds. in the end, find the absolute difference between the result of step # and that result. (for context only: the meeting lasted # m",ttdf_f6fe1677dd18,midpoint_value|seconds_from_minutes|gap_between
0,1,0,A_2call_linear_continuation_03,3.0,9,d9392e07f445,"to achieve my goal, i need to figure out how many whole minutes # seconds contain, and then take the result of that, format it as a string with # decimal places.",ttdf_8e8829f68f1e,seconds_to_full_minutes|format_number_fixed
0,1,1,A_2call_linear_continuation_00,6.0,9,50da0a89352d,calculate the average of # and #. afterward use that result and round it to the nearest whole number.,ttdf_97529c496948,average_of_two|nearest_integer
0,1,0,A_2call_linear_continuation_04,5.0,11,a8389b9295b2,"invert #, then add # to this result. the result is the final value, so provide it.",ttdf_50f248e6216d,inverse|sum_two_numbers
0,1,1,A_2call_linear_tool_catalog_02,10.0,13,c9dda9c706b7,a warehouse audit produced these numbers. step #: convert # degrees fahrenheit to celsius. step #: round that result up to a whole number.,ttdf_67fec3daca47,fahrenheit_to_celsius|ceiling
0,1,5,G_6pcall_fan_in_tool_catalog_01,5.571428571428571,18,b64a00536753,tell me what comes out when i convert # meters to kilometers; average # and that result; take the square root of that result; square that result; average # and #; multiply the result of step # by that,ttdf_22ee64ace467,km_from_meters|midpoint_value|root_extract|self_product|midpoint_value|pairwise_product|stringify_amount
0,1,1,A_5call_linear_long_horizon_00,3.4,8,fdedec89e4ac,"first, decrease # by # percent, then divide that result by #, then round the result to # decimal places, then find the absolute difference between # and that result, and finally, round the result up t",ttdf_710e1c560478,decrease_by_percent|quotient_of|round_to_decimals|absolute_difference|ceiling
0,1,2,G_5call_fan_in_long_horizon_00,6.2,11,fe0f9f830653,"find the remainder of # divided by #, and then negate #, and then average that result and #, and then multiply that result by #, concluding by find the absolute difference between the result of step #",ttdf_48b093ad9f09,leftover_after_grouping|flip_sign|midpoint_value|scale_quantity|gap_between
0,1,0,A_2call_linear_continuation_04,2.5,11,d6b3acd32e54,"find the #-based position of the largest item in [#, #, #, #], concluding by decrease that result by # percent.",ttdf_f4b8a5e5e552,position_of_maximum|decrease_by_percent
0,1,1,G_5call_fan_in_long_horizon_00,2.8,11,362652feef41,"first, calculate # percent of #. next, find the absolute difference between # and that result. then, add # and # and multiply # by the result of that addition. finally, calculate the result of # perce",ttdf_f2a7698941eb,portion_by_rate|gap_between|total_of_pair|pairwise_product|portion_by_rate
0,1,0,G_5call_linear_long_horizon_00,3.6,8,67917a25ec28,"calculate # percent of #. round the resulting value to the nearest integer, then find the absolute difference between that value and #. after that, reduce that result by # percent, then subtract that ",ttdf_685b756fbdd3,portion_by_rate|whole_number_of|gap_between|shrink_by_rate|remaining_after
0,1,0,A_2call_linear_tool_catalog_02,5.5,13,44574a7949a5,"first, round down # to the nearest whole number. then, reduce # using that result as a percent.",ttdf_8f43c8661447,floor|decrease_by_percent
0,1,2,A_3call_linear_variable_pla_00,4.333333333333333,9,73eb7cf542f2,"first, take # meters and convert it to kilometers. next, use that result and divide it by #. lastly, add the result of that division to the list [#, #, #, #].",ttdf_e5021edcbcdb,meters_to_km|quotient_of|append_to_values
0,1,0,G_2call_linear_continuation_04,6.5,12,f884867e1f76,"to find the final result, first calculate the absolute difference between # and #. then, use that result to find the square root.",ttdf_6a084b020415,gap_between|root_extract
0,1,0,A_5call_fan_in_long_horizon_00,5.4,12,9aa867ce8a0d,"i want to add # and #, then negate that result. after that, determine how many whole minutes are in # seconds. then, subtract the result of that from the result of step #. ultimately, label that final",ttdf_7aabb679c11f,sum_two_numbers|negate|seconds_to_full_minutes|subtract|label_with_unit
0,1,1,G_2call_linear_tool_catalog_02,8.5,15,c33e91be53d3,"find out what happens when you first negate #, then average that result with #.",ttdf_2537c818df85,flip_sign|midpoint_value
0,1,1,A_6pcall_fan_in_tool_catalog_01,7.666666666666667,17,13f48e652ebd,"due to the rules, i must first determine the ratio of # to #. afterward, convert # meters to kilometers. then, find the absolute difference between # and that result. next, find the absolute differenc",ttdf_b1ae05ca3914,ratio_of|meters_to_km|absolute_difference|absolute_difference|floor_divide|ratio_of
0,1,3,A_6pcall_fan_in_tool_catalog_02,2.75,9,423776d4778a,"start by subtracting # from #, then calculate that result as a percentage of #. then convert # degrees fahrenheit to celsius. next, find the ratio of # to the celsius result, then find the ratio of th",ttdf_0544aaee4722,difference_of_numbers|percent_of|fahrenheit_to_celsius|ratio_of|ratio_of|average_of_two|decrease_by_percent|percent_of
0,1,0,G_3call_linear_variable_pla_00,3.3333333333333335,8,e1d9990e695c,a shop reviews its figures. step #: compute # percent of #. step #: add # and that result. step #: compute how many whole times # fits into that result. report only the final value.,ttdf_15ed3b826bb6,portion_by_rate|combine_amounts|full_groups_of
0,1,0,A_3call_linear_variable_pla_00,4.333333333333333,8,e843e64f36b9,"first, change # hours into minutes. next, find the remainder when the previous value is divided by #. finally, add that result to the list of numbers #, #, #.",ttdf_30f0bb5f9fd4,hours_to_minutes|modulo_of|append_to_values
0,1,3,G_6pcall_fan_in_long_horizon_00,4.833333333333333,11,39c83c242552,"first, change # meters into kilometers, then round that value to # decimal place, and next convert # degrees celsius to fahrenheit, then add # to that result, then get the average of the result of ste",ttdf_06bbbfa6f18b,km_from_meters|trim_precision|fahrenheit_from_celsius|combine_amounts|midpoint_value|inside_limits
0,1,3,G_5call_fan_in_long_horizon_00,7.8,10,1ae707a96e01,"first, add # and #, then average that result with #. after that, take the square root of #, and add # to that result. lastly, average the result from that addition with the average obtained in step #.",ttdf_154a1f363756,total_of_pair|midpoint_value|root_extract|total_of_pair|midpoint_value
0,1,0,A_3call_linear_variable_pla_00,4.333333333333333,9,7b9589357993,"first, negate #. then, take that result and increase it by # percent. finally, use that new value to scale each item of the list [#, #, #].",ttdf_5f4dcc5a6695,negate|increase_by_percent|scale_values
0,1,0,A_2call_linear_continuation_04,3.5,11,da5357fc2402,"to start, find #'s reciprocal, then round the result of that up to the nearest whole number.",ttdf_4dac06c53ffc,inverse|ceiling
0,1,1,G_6pcall_fan_in_long_horizon_00,4.0,10,4e9357f046a2,please square #. then find the absolute difference between # and #. then multiply # by that result. then increase that result by # percent. then take the square root of that result. then compute the r,ttdf_01346ea692ff,self_product|gap_between|scale_quantity|grow_by_rate|root_extract|portion_by_rate|exceeds_value
0,1,3,G_5call_fan_in_long_horizon_00,3.4,11,9ca57901e13d,"first, convert # seconds into whole minutes. next, find the absolute difference between that result and #. then, add # to that result. after that, convert # degrees celsius to fahrenheit. finally, ave",ttdf_d53dcb70fcfc,whole_minutes_from_seconds|gap_between|total_of_pair|fahrenheit_from_celsius|midpoint_value
0,1,1,A_3call_fan_in_variable_pla_00,5.333333333333333,11,dc137c5ac6e3,"first, average # and #, then round the result of # to the nearest whole number. then, use the preceding result to determine the result of step # percent of the value.",ttdf_0452b1fd61b6,average_of_two|nearest_integer|percent_of
0,1,0,A_2call_linear_continuation_01,3.0,10,5462515774b2,"first, negate #. finally, calculate the ratio of # to that result.",ttdf_7274a454727a,negate|ratio_of
0,1,0,A_2call_linear_tool_catalog_05,7.0,13,7f6428efab51,"first, find the reciprocal of #. then, negate the result of that. that will give you your answer.",ttdf_2143160d07e5,inverse|negate
0,1,0,G_6pcall_branch_aggregate_tool_catalog_00,6.5,15,61ae8aa17bf0,a delivery service reviews yesterday's log. step #: take the reciprocal of #. step #: take the square root of that result. step #: find the absolute difference between # and #. step #: subtract that r,ttdf_fbce9fc6dfb7,reciprocal_value|root_extract|gap_between|remaining_after|trim_precision|total_of_three_parts
0,1,0,A_2call_linear_continuation_03,7.5,9,5dc88525f0f6,"first, find the ratio of # to #. then, format the result with # decimal places as text.",ttdf_0e23839e393f,ratio_of|format_number_fixed
0,1,2,G_6pcall_linear_long_horizon_00,4.833333333333333,9,9a1bbc345c19,"to begin, find the absolute difference between # and #. next, find the absolute difference between # and that result. next, average that result and #. next, divide that result by #. next, find the rem",ttdf_4e6c717cea9d,gap_between|gap_between|midpoint_value|split_evenly|leftover_after_grouping|gap_between
0,1,1,G_2call_linear_tool_catalog_02,0.5,16,94596aaeb82e,"ultimately i want to divide the value those steps produce by #. before that, find the #-based position of the largest item in [#, #, #, #, #, #]. (background: the device serial is ax#, irrelevant to t",ttdf_3addaefa4e6e,rank_of_peak|split_evenly
0,1,4,A_6pcall_fan_in_tool_catalog_02,4.5,11,407f052d455a,a delivery service reviews yesterday's log. step #: convert # meters to kilometers. step #: add that result and #. step #: convert # hours to minutes. step #: compute how many whole times # fits into ,ttdf_00928364a3c0,meters_to_km|add|hours_to_minutes|whole_quotient|decrease_by_percent|square_value|average_of_two|divide
0,1,0,A_2call_linear_continuation_01,5.0,10,2e6627ea319a,"when i round # down to a whole number, tell me what i get. then, check if that result is greater than #.",ttdf_1071c2f79582,floor|is_greater
0,1,4,G_6pcall_fan_in_long_horizon_00,5.0,11,7fc1d7aaf88c,a lab notebook lists these measurements. step #: convert # meters to kilometers. step #: round # up to a whole number. step #: average # and that result. step #: divide # by that result. step #: multi,ttdf_1316b84679bc,km_from_meters|round_up_whole|midpoint_value|per_unit_value|pairwise_product|gap_between
0,1,0,A_3call_fan_in_tool_catalog_01,9.666666666666666,13,e4e801cb4c1f,a warehouse audit produced these numbers. step #: subtract # from #. step #: find how many whole minutes fit into # seconds. step #: add the result of step # and that result. (background: the device s,ttdf_0fc896897f84,subtract|seconds_to_full_minutes|sum_two_numbers
0,1,0,G_2call_linear_continuation_00,4.0,9,4b7b2f5225dd,"calculate the spread of [#, #, #], then determine # percent of the result.",ttdf_036f095b0568,series_spread|portion_by_rate
0,1,0,G_3call_fan_in_tool_catalog_01,2.6666666666666665,13,952681fd9414,please round # to # decimal places. then add # and #. and finally add the result of step # and that result.,ttdf_b50403cc8e20,trim_precision|total_of_pair|total_of_pair
0,1,0,G_2call_linear_continuation_04,1.5,10,eaa380c3ebce,"first, increase # by # percent, then find the reciprocal of that result.",ttdf_7a000576dfd2,grow_by_rate|reciprocal_value
0,1,0,G_3call_fan_in_tool_catalog_01,4.666666666666667,18,c4c25b256c2b,"a lab notebook lists these measurements. step #: round # to # decimal places. step #: compute # percent of #. step #: subtract that result from the result of step #. (note: the team has # members, whi",ttdf_9cb7e7824073,trim_precision|portion_by_rate|reduce_amount
0,1,0,A_3call_linear_variable_pla_00,4.333333333333333,9,1b44a4f82981,"a delivery service reviews yesterday's log. step #: compute # percent of #. step #: subtract that result from #. step #: append that result to the list [#, #, #]. report only the final value.",ttdf_102b350308ae,percent_of|difference_of_numbers|append_to_values
0,1,2,A_6pcall_fan_in_long_horizon_00,6.333333333333333,11,4cfc18b7438c,"convert # meters to kilometers, then raise that result by # percent, then add # and that result, then increase the result of that by # percent, then find the absolute difference between # and #, and a",ttdf_99ac6500d0cb,meters_to_km|increase_by_percent|add|increase_by_percent|absolute_difference|average_of_two
0,1,3,A_6pcall_fan_in_long_horizon_00,5.833333333333333,12,d9f5e861dd04,convert # hours to minutes; next convert that result from minutes into seconds; next convert # degrees fahrenheit to celsius; next find the remainder of that result divided by #; next find the absolut,ttdf_0af61d273c81,hours_to_minutes|minutes_to_seconds|fahrenheit_to_celsius|modulo_of|absolute_difference|add
0,1,0,A_2call_linear_continuation_01,1.0,12,829b60ee42c5,"first, reduce # to a whole number by rounding down. after that, see if that result can be divided by # with no remainder.",ttdf_6f8c0f3fb0a4,floor|is_divisible_by
0,1,1,A_4call_fan_in_variable_pla_00,5.0,12,8349da05246e,"negate #, followed by convert # minutes to seconds, followed by add the result of step # and that result, and lastly append that result to the list [#, #, #, #].",ttdf_28f32cd4d522,negate|minutes_to_seconds|sum_two_numbers|append_to_values
0,0,1,A_2call_linear_continuation_00,7.0,9,a7ce394238eb,"to start, find the average of the values #, #, #, #, #; then, round that result to the nearest integer.",ttdf_51b56b461dcc,mean_of_values|nearest_integer
0,1,1,G_5call_fan_in_long_horizon_00,3.8,10,1c9cad6ef08b,"take # and #, multiply them, then find the absolute difference between that result and #. use that to find a percentage of #, then turn # minutes into seconds, and lastly, subtract the seconds from th",ttdf_2f3e8bbeba64,scale_quantity|gap_between|portion_by_rate|seconds_from_minutes|remaining_after
0,1,1,A_5call_branch_aggregate_tool_catalog_00,8.4,18,58dfa1b30b5e,please compute how many whole times # fits into #. then find the absolute difference between # and that result. then round # down to a whole number. then round # to # decimal places. and finally avera,ttdf_1a88bb031c2e,floor_divide|absolute_difference|floor|round_to_decimals|mean_of_three
0,1,1,A_2call_linear_continuation_04,5.5,11,ccf940f1fdaa,"round # to the nearest whole number first. then, the result will be used to divide #.",ttdf_b8a6df514d9a,nearest_integer|quotient_of
0,1,1,A_6pcall_fan_in_tool_catalog_01,9.285714285714286,18,643da31de2f7,"first, find # percent of #, then increase that result by # percent, then subtract # from that result, then take the square root of that result, then increase # by the previous value percent, then find",ttdf_408fac8e50e0,percent_of|increase_by_percent|difference_of_numbers|sqrt|increase_by_percent|percent_of|divide
0,1,2,A_4call_linear_variable_pla_00,3.75,9,70a6c90f4e1a,an engineer checks a report. step #: convert # hours to minutes. step #: compute the ratio of # to that result. step #: subtract that result from #. step #: multiply that result by #.,ttdf_fb9f8138963f,hours_to_minutes|ratio_of|difference_of_numbers|multiply
0,1,1,G_2call_linear_continuation_01,2.5,10,bbaa4997fd5f,"a lab notebook lists these measurements. step #: average the list [#, #, #]. step #: increase that result by # percent.",ttdf_219e10996f74,central_value|grow_by_rate
0,1,2,G_5call_fan_in_long_horizon_00,5.8,11,dc093dd59a08,i need the final value after the following steps: average # and #; take the square root of #; decrease # by that result percent; subtract that result from #; average the result of step # and that resu,ttdf_732ffa44ea03,midpoint_value|root_extract|shrink_by_rate|reduce_amount|midpoint_value
0,1,1,G_6pcall_linear_long_horizon_00,3.8333333333333335,9,0e19524f3f21,"first take the ratio of # to # and find the reciprocal of that. next, average # with that result. then, find what percent that result is of #. then, square that result. finally, take the result and de",ttdf_4dd3d4ca918b,proportion_between|reciprocal_value|midpoint_value|portion_by_rate|self_product|shrink_by_rate
0,1,1,A_4call_branch_aggregate_tool_catalog_00,7.0,17,d5a19b9d5225,"to begin, divide # by #. then, find the reciprocal of #. next, take # and round it down to the nearest whole number, finally, the spread is the difference between the largest and the smallest of the r",ttdf_9608810991a9,quotient_of|inverse|floor|range_of_three
0,1,0,A_2call_linear_continuation_01,3.0,12,3bfb102e3387,"first, compute the remainder of # divided by #. then, verify if that result is greater than #.",ttdf_415f443311b4,reminder|is_greater
0,1,1,G_6pcall_fan_in_tool_catalog_01,7.625,16,0837ffbfa37a,a delivery service reviews yesterday's log. step #: parse the numeric text '#'. step #: decrease that result by # percent. step #: square #. step #: find the absolute difference between that result an,ttdf_2625f0f78a47,read_amount_from_text|shrink_by_rate|self_product|gap_between|combine_amounts|proportion_between|split_evenly|render_with_decimals
0,1,0,A_2call_linear_continuation_03,6.0,8,f88925004afe,"square #, and take the previous value then turn it into text.",ttdf_15b13550bf04,square_value|number_to_text
0,1,2,A_6pcall_fan_in_tool_catalog_01,7.285714285714286,14,5793cb570ea3,"first, you must change # degrees celsius to fahrenheit. next, sum # and #, and take the result of that addition. then, add # to that result and use that. from #, find the remainder when divided by tha",ttdf_bb1466f2c811,celsius_to_fahrenheit|add|add|reminder|add|inverse|multiply
0,1,2,A_2call_linear_tool_catalog_05,13.0,18,e153983b271c,"a school tracks these figures for its yearbook. step #: sum the list [#, #, #]. step #: divide that result by #. (unrelated: the office moved in #.)",ttdf_51dd1d6dfb23,sum_of_values|divide
0,1,3,G_6pcall_fan_in_tool_catalog_01,4.166666666666667,13,48a881d7fb5a,"first, turn # hours into minutes. next, take that result and add #. then, find the average of # and #. after that, compute the absolute difference between # and the previous value. next, calculate the",ttdf_64301d42f0c4,minutes_from_hours|combine_amounts|midpoint_value|gap_between|midpoint_value|stringify_amount
0,1,3,A_6pcall_fan_in_tool_catalog_02,4.75,10,187a3048b06e,"first, change # degrees fahrenheit to celsius. then, calculate the average of that result and #. after that, round that result to # decimal place. next, reduce that result by # percent. then, average ",ttdf_6f4b719b7203,fahrenheit_to_celsius|average_of_two|round_to_decimals|decrease_by_percent|average_of_two|divide|absolute_difference|percentage_value
0,1,1,G_3call_fan_in_tool_catalog_01,7.666666666666667,16,05eceac9c8f8,give me the result of this calculation: convert # kilometers to meters; compute how many whole times # fits into #; add the result of step # and that result. report only the final value.,ttdf_6ace1d0563c6,meters_from_km|full_groups_of|combine_amounts
0,1,0,G_2call_linear_continuation_00,5.0,9,58a1571f343b,a warehouse audit produced these numbers. step #: round # up to a whole number. step #: compute # percent of that result.,ttdf_5cf310c39122,round_up_whole|portion_by_rate
0,1,1,A_3call_fan_in_variable_pla_00,3.3333333333333335,10,5428b454bf4b,a lab notebook lists these measurements. step #: convert # minutes to seconds. step #: add # and #. step #: compute the ratio of the result of step # to that result.,ttdf_2beb005f756f,minutes_to_seconds|sum_two_numbers|ratio_of
0,1,0,G_2call_linear_tool_catalog_02,4.5,16,7f030aa6e02f,"reduce # by # percent to get a new value, then round that value to the nearest whole number.",ttdf_0f3578f1cc38,shrink_by_rate|whole_number_of
0,1,3,A_5call_linear_long_horizon_00,3.6,8,97e772501b5d,"first, sum #, #, and #. next find the absolute difference between that result and #. then divide that result by #. after that, compute the average of that result and #. finally, report the ratio of th",ttdf_9eda2e447265,sum_of_values|absolute_difference|quotient_of|average_of_two|ratio_of
0,1,0,A_3call_linear_variable_pla_00,2.6666666666666665,9,a6159673bd23,"an engineer checks a report. step #: take the reciprocal of #. step #: find the absolute difference between # and that result. step #: scale every item of [#, #, #] by that result.",ttdf_2571e64ff272,inverse|absolute_difference|scale_values
0,1,0,G_2call_linear_continuation_01,8.0,10,307932d2a951,"first, reduce # by # percent; then, take the square root of that result.",ttdf_5787e1b2af97,shrink_by_rate|root_extract
0,1,1,G_4call_fan_in_variable_pla_00,5.25,10,2ad5b6890038,"round # up to a whole number, then convert # meters to kilometers, then subtract that result from the result of step #, and finally round that result to the nearest whole number.",ttdf_429bce9f89b4,round_up_whole|km_from_meters|reduce_amount|whole_number_of
0,1,0,A_3call_fan_in_variable_pla_00,3.6666666666666665,12,776e9b36b68f,"to start, reduce # by # percent. then, round # to # decimal places. finally, find the percent of that result using the value from step #.",ttdf_258c3a348e60,decrease_by_percent|round_to_decimals|percentage_value
0,1,1,G_4call_fan_in_variable_pla_00,5.25,11,91f81915a9bc,a school tracks these figures for its yearbook. step #: convert # kilometers to meters. step #: square #. step #: subtract that result from the result of step #. step #: build an identifier from the p,ttdf_f6b2887c6919,meters_from_km|self_product|reduce_amount|compose_reference_code
0,1,0,G_2call_linear_continuation_03,3.0,8,519a4f1b49ec,"first, round # up to the nearest whole number, then, using that result, increase # by that percentage.",ttdf_709a6c29cef8,round_up_whole|grow_by_rate
0,1,1,A_2call_linear_continuation_03,3.0,8,946bff034456,"first multiply # by # to get a value, then negate that value.",ttdf_8ccd3ba707ff,product_of_numbers|negate
0,1,1,G_5call_fan_in_long_horizon_00,6.0,11,0f821bc68b0e,an engineer checks a report. step #: multiply # by #. step #: find the absolute difference between # and that result. step #: decrease that result by # percent. step #: compute how many whole times # ,ttdf_7311c2092a1b,pairwise_product|gap_between|shrink_by_rate|full_groups_of|proportion_between
0,1,0,G_5call_linear_long_horizon_00,4.0,9,8b4cffccca20,"first, calculate the square root of #. next, reduce # by that result percent. then, negate the resulting value. after that, find the absolute difference between # and that previous result. finally, ad",ttdf_6e14e31e9579,root_extract|shrink_by_rate|flip_sign|gap_between|total_of_pair
0,1,0,A_5call_fan_in_long_horizon_00,4.8,12,55a5285fb795,"first, find the absolute difference between # and #. next, determine how many whole minutes fit into # seconds. then subtract # from that result. next, find the result of step # percent of that result",ttdf_1fc3c26d0969,absolute_difference|seconds_to_full_minutes|subtract|percent_of|build_tag
0,1,1,G_4call_linear_variable_pla_00,5.0,9,91ff684d8647,tell me what comes out when i find how many whole minutes fit into # seconds; add that result and #; divide that result by #; add that result and #.,ttdf_7289057ea06e,whole_minutes_from_seconds|total_of_pair|per_unit_value|total_of_pair
0,1,0,A_3call_fan_in_variable_pla_00,4.0,11,a0fc424ec5c5,"first, add # and #. then, find the reciprocal of #. finally, determine # percent of the previous value using the result of the first step.",ttdf_416fbd6e271a,sum_two_numbers|inverse|percentage_value
0,1,4,G_6pcall_linear_long_horizon_00,5.0,9,a5ee7bda6556,"start by dividing # by #, then add # to that value. take that result and find the average of it and # and multiply # by that average. divide that result by # and find the remainder. take that remainde",ttdf_0d05fae64d5b,per_unit_value|combine_amounts|midpoint_value|pairwise_product|leftover_after_grouping|reduce_amount
0,1,2,A_5call_fan_in_long_horizon_00,6.8,12,001788c7fa3a,"first, determine how many whole times # fits into #. next, convert # minutes to seconds, then divide that result by #. afterwards, compute the result of step # percent of the value. finally, form an i",ttdf_572dcb188751,whole_quotient|minutes_to_seconds|quotient_of|percentage_value|build_tag
0,1,2,A_6pcall_branch_aggregate_tool_catalog_00,4.428571428571429,14,bdffb07930a9,a school tracks these figures for its yearbook. step #: find the absolute difference between # and #. step #: divide # by that result. step #: compute how many whole times # fits into #. step #: compu,ttdf_39ac429b179f,absolute_difference|quotient_of|whole_quotient|percent_of|round_to_decimals|add|mean_of_three
0,1,2,A_3call_fan_in_tool_catalog_01,5.666666666666667,15,42df9095e7f0,"my target is to compute the result of step # percent of the value those steps produce, and the way there is: multiply # by #, then convert # hours to minutes. what is the final result?",ttdf_78f7bd06a66f,product_of_numbers|hours_to_minutes|percentage_value
0,1,1,A_4call_linear_variable_pla_00,4.0,8,cef9f53cc8e2,"first, reduce # by # percent, then negate the result. then, find the absolute difference between # and that result. finally, determine how many whole times # divides into that result, using the floor ",ttdf_2533314eefc3,decrease_by_percent|negate|absolute_difference|floor_divide
0,1,0,A_2call_linear_tool_catalog_02,5.5,14,12ff85fe923b,"to start, determine the spread (maximum value minus minimum value) of [#, #, #, #, #]. next, diminish the previous value by # percent.",ttdf_6a85be2db1d9,range_of_values|decrease_by_percent
0,1,1,G_6pcall_linear_long_horizon_00,4.875,11,05f7587f2151,"work out the end result of these operations: find the spread (max minus min) of [#, #, #]; take the square root of that result; round that result to # decimal places; average # and that result; comput",ttdf_b900bb2f1033,series_spread|root_extract|trim_precision|midpoint_value|portion_by_rate|gap_between|whole_number_of|shrink_by_rate
0,1,2,G_6pcall_fan_in_tool_catalog_01,7.857142857142857,16,2d4b090868e7,"square #, followed by add # and #, followed by subtract that result from #, followed by subtract that result from #, followed by increase # by that result percent, followed by multiply that result by ",ttdf_4044955af159,self_product|combine_amounts|remaining_after|remaining_after|grow_by_rate|pairwise_product|pairwise_product
0,1,0,A_6pcall_branch_aggregate_tool_catalog_00,7.571428571428571,16,e5703e3f5f3e,"find the value after computing #'s reciprocal, rounding that to the nearest whole number, increasing # by # percent, multiplying that result by #, finding the ratio of # to #, dividing that result by ",ttdf_6551d6cca40e,inverse|nearest_integer|increase_by_percent|product_of_numbers|ratio_of|quotient_of|sum_of_three
0,1,0,G_2call_linear_continuation_04,6.0,10,3dcaf7e5343e,"compute the mean of #, #, #, #, #, then use that result to find the absolute difference from #",ttdf_8255f00ac007,central_value|gap_between
0,1,2,A_6pcall_fan_in_tool_catalog_02,3.4285714285714284,9,2dc97398f4d5,"first, turn # minutes into seconds. then, take the absolute difference between # and the result. after that, negate that result. convert # kilometers to meters and subtract # from that. multiply the r",ttdf_106079237341,minutes_to_seconds|absolute_difference|negate|km_to_meters|difference_of_numbers|product_of_numbers|difference_of_numbers
0,1,3,G_5call_branch_aggregate_tool_catalog_00,6.6,16,cad73c900808,"my target is to average the result of step #, the result of step # and the value those steps produce, and the way there is: multiply # by #, then compute the ratio of # to that result, then compute th",ttdf_1f9dbc90cbc5,scale_quantity|proportion_between|proportion_between|scale_quantity|balance_of_three
0,1,0,A_3call_fan_in_tool_catalog_01,11.0,18,252874a2edeb,"first, round # to # decimal place, then round # to # decimal places. next, take the result of the second rounding and find step # percent of that result.",ttdf_7d752789faa8,round_to_decimals|round_to_decimals|percent_of
0,1,0,A_6pcall_fan_in_tool_catalog_02,4.75,11,9de34d6ae7a0,"first, round # to # decimal places. next, and then find the absolute difference between the rounded result and #. then, increase that result by # percent. after that, subtract that result from #. then",ttdf_1717fe795813,round_to_decimals|absolute_difference|increase_by_percent|subtract|inverse|decrease_by_percent|sum_two_numbers|percent_of
0,1,0,A_2call_linear_continuation_00,1.0,9,7b720478d1d6,"find the square root of #, then add that result to the end of the list [#, #, #, #, #]",ttdf_731a2a977eec,sqrt|append_to_values
0,1,1,A_4call_linear_variable_pla_00,3.75,8,4c82c107c8e2,"first, multiply # by #, then take the negation of that result, subtract # from the previous value, and subtract # from the the result",ttdf_3b7bcd984726,multiply|negate|difference_of_numbers|difference_of_numbers
0,1,1,A_3call_fan_in_variable_pla_00,5.666666666666667,11,9d5c3a4ca698,a hiking club recorded these values. step #: convert # hours to minutes. step #: add # and #. step #: compute the ratio of the result of step # to that result.,ttdf_369f920c5f6d,hours_to_minutes|sum_two_numbers|ratio_of
0,1,1,A_4call_fan_in_variable_pla_00,5.5,12,b953362bd1b7,a delivery service reviews yesterday's log. step #: add # and #. step #: multiply # by #. step #: find the absolute difference between that result and #. step #: compute the ratio of the result of ste,ttdf_2149efb92e7e,sum_two_numbers|product_of_numbers|absolute_difference|ratio_of
